,Judul,Konten
10,"Jagoannya Gagal Nyapres, Relawan Gatot Nurmantyo Dukung Prabowo - pilpres Tempo.co",", TEMPO.CO, Jakarta - Dewan Pimpinan Pusat (DPP) Relawan Selendang Putih Nusantara (RSPN) memutuskan mendukung pasangan calon presiden dan wakil presiden Prabowo - Sandiaga Uno dalam Pilpres 2019. Keputusan ini diambil setelah mantan Panglima TNI Jenderal (purn) Gatot Nurmantyo yang mereka dukung gagal mendapatkan dukungan untuk maju sebagai capres.Baca juga: PKS: Nama Anies - Gatot Tidak Ada di Proposal Pilpres 2019""Kami kecewa Bapak Gatot Nurmantyo tidak mendapat tiket maju sebagai capres, tetapi sebagai organisasi independen kami memutuskan mendukung pencalonan Prabowo Subianto dan Sandiaga Uno di Pilpres 2019,"" ujar Ketua Umum RSPN Sumiarsi dalam keterangan tertulis yang diterima Tempo, Senin, 20 Agustus 2018.Sumiarsi mengatakan keputusan mendukung Prabowo - Sandi ini diambil dalam rapat pengurus DPP. Dia telah meminta DPW, DPD, serta cabang-cabang RSPN untuk bekerja sama dengan partai-partai pendukung Prabowo di daerah masing-masing. ""Agar pencalonan Prabowo - Sandi bisa diterima masyarakat secara luas,"" katanya.Sumiarsi menuturkan RSPN telah mendapatkan dukungan dari 29 DPW dari 34 provinsi untuk mendukung Prabowo - Sandiaga. Saat ini, menurut dia, RSPN terus mensosialisasikan dukungan organisasi demi mendukung Prabowo dan Sandi sampai ke akar rumput. ""Kami sedang menggiatkan pembentukan DPD dan DPC di seluruh Indonesia,"" ucapnya.Baca juga: Gatot Nurmantyo: Saya Percaya Takdir, Peluang Capres Masih AdaRSPN dikenal sebagai relawan yang mendukung Gatot Nurmantyo untuk maju di Pilpres 2019. Koordinator RSPN Rama Yumatha mengatakan mereka sudah melakukan berbagai upaya untuk menaikkan elektabilitas Gatot sejak beberapa waktu lalu. Spanduk-spanduk dukungan banyak dipasang diikuti dengan sosialisasi kepada masyarakat tentang sosok Gatot Nurmantyo sebagai calon presiden.Hingga masa akhir pendaftaran capres-cawapres pada 10 Agustus lalu, tak ada partai politik yang meminang mantan Panglima TNI itu. Dipastikan hanya akan ada dua pasangan calon yang akan bertarung yaitu Joko Widodo alias Jokowi - Ma'ruf Amin serta Prabowo - Sandiaga."
11,"Pernah Diusulkan Jadi Cawapres Megawati, Ini Profil Djoko Santoso - pilpres Tempo.co",", TEMPO.CO, Jakarta - Partai Gerindra berniat menunjuk Djoko Santoso menjadi ketua tim pemenangan pasangan Prabowo Subianto dan Sandiaga Uno dalam Pilpres 2019. Anggota Dewan Pembina Partai Gerindra ini dipilih karena dinilai memiliki kemampuan melobi dan dekat dengan semua kalangan.Baca: Prabowo Tunjuk Djoko Santoso untuk Pecah Suara Purnawirawan""Beliau adalah tokoh nasional, jenderal yang sangat berdedikasi,"" ujar Wakil Ketua Umum Partai Gerindra Edhy Prabowo, di rumah Prabowo, Kertanegara, Kebayoran Baru, Jakarta, Selasa pekan lalu. Begini profil Djoko Santoso:
"
12,Moge yang Dipakai Sekjen Partai Koalisi Jokowi Milik Relawan - pilpres Tempo.co,", TEMPO.CO, Jakarta - Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto mengungkapkan bahwa motor gede yang digunakan para sekjen partai pengusung bakal calon presiden Jokowi ke Komisi Pemilihan Umum merupakan milik relawan.""Kami juga punya relawan yang secara khusus menangani ini, yaitu relawan Jokowi Riders,"" kata Hasto di kantor KPU, Jakarta, Senin, 20 Agustus 2018.Baca: Mirip Jokowi, Sekjen Koalisi Indonesia Kerja ke KPU Naik MogeMenurut Hasto, para relawan Jokowi Riders mengorganisir kendaraan roda dua dengan berbagai merk untuk dipakai mengantar sembilan sekjen partai. Ia mengatakan hal itu sekaligus menampilkan mobilitas pergerakan dari rakyat.""Jadi kita tampilkan wajah kegembiraan dalam berpolitik dan kami menunjukkan Koalisi Indonesia Kerja, maka lengan baju pun digulung untuk bersama kesiapsiagaan dalam bekerja memenangkan pasangan Bapak Jokowi dan Kiai Ma'ruf Amin,"" kata Hasto.Para sekjen partai pengusung Jokowi - Ma'ruf Amin mendatangi KPU untuk menyerahkan kelengkapan dokumen administrasi berupa visi misi pasangan calon yang diusung dan susunan tim kampanye nasional. Mereka berangkat dari posko pemenangan Jokowi-Ma'ruf di Jalan Cemara, Jakarta.Baca: Sekjen Koalisi Jokowi Naik Moge ke KPU, Begini Ide AwalnyaMenurut Hasto, penggunaan motor tersebut sedang menjadi tren nasional saat ini. Ide itu disebut Hasto datang dari Sekjen Partai Nasdem Johnny G Plate.Ada sembilan moge dari sejumlah merk ternama yang digunakan para sekjen partai pengusung Jokowi, di antaranya Ducati, Kawasaki Ninja, dan Suzuki GSX. Dari sembilan sekjen partai, hanya Sekjen Partai Kebangkitan Bangsa Abdul Kadir Karding yang mengendarai sendiri motor balap tersebut. Ia mengendarai motor Ducati berwarna merah. Sedangkan sekjen lainnya diboncengi oleh relawan."
13,Menteri di Tim Kampanye Jokowi - Ma'ruf Tak Akan Orasi - pilpres Tempo.co,", TEMPO.CO, Jakarta - Sekretaris Kabinet Pramono Anung menjamin keberadaan sejumlah menteri Kabinet Kerja di struktur Tim Kampanye Nasional (TKN) pasangan calon presiden dan wakil presiden 2019 Joko Widodo atau Jokowi - Ma'ruf Amin tidak akan mengganggu kerja pemerintah. Ia menjelaskan para menteri tidak akan terlibat dalam hal teknis kampanye sehingga bisa tetap fokus pada pekerjaannya.Baca juga: Jokowi - Ma'ruf Amin: Politik Identitas VS Isu Ekonomi""Kalau beberapa menteri kan lebih pada (dewan) pengarah. Pengarah itu kan mengarahkan tidak seperti yang di bawahnya ya direktur, tim teknis, dan sebagainya,"" katanya di Kompleks Istana Kepresidenan, Jakarta, Senin, 20 Agustus 2018.Pramono menjelaskan para menteri tidak akan turun ke lapangan untuk berorasi di hadapan masyarakat agar mendukung Jokowi - Ma'ruf. Menurut dia, panggung para menteri adalah di forum-forum debat.Menurut dia, gaya blusukan dari satu daerah ke daerah lain untuk mengkampanyekan Jokowi - Ma'ruf tidak cocok bagi para menteri. Mereka akan diminta fokus bekerja menyelesaikan program pemerintah sehingga bisa dilihat oleh publik.""Enggak ada, enggak ada orasi-orasian. Menteri kerja aja,"" tuturnya.Baca juga: Antisipasi Ditinggal Pemilih, Jokowi - Ma'ruf Lakukan Cara IniSebelumnya, para sekretaris jenderal partai politik pendukung Jokowi - Ma'ruf datang ke Komisi Pemilihan Umum (KPU) untuk menyerahkan nama pengurus TKN. Dalam daftar itu terdapat sejumlah nama menteri seperti Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan Puan Maharani, Menteri Keuangan Sri Mulyani, Sekretaris Kabinet Pramono Anung, dan Kepala Kantor Staf Presiden Moeldoko."
14,Djoko Santoso: Ada Satgas Agama di Struktur Timses Prabowo - pilpres Tempo.co,", TEMPO.CO, Jakarta - Wakil Ketua Dewan Pembina Partai Gerindra Djoko Santoso mengatakan beberapa ulama dari Gerakan Nasional Pengawal Fatwa (GNPF) akan dimasukkan ke dalam tim pemenangan pasangan bakal calon presiden dan wakil presiden Prabowo Subianto-Sandiaga Uno.""Yang ada di situ ada Satgas Agama,"" kata Djoko di kantor DPP Gerindra, Ragunan pada Senin, 20 Agustus 2018.Baca: Bantah Gunakan Politik Identitas, Gerindra Akan Fokus Isu EkonomiNamun Djoko enggan menyebutkan nama-nama ulama yang dimaksud. ""Wong belum ada keputusan. Diumumkan (sekarang) enggak bagus,"" kata dia. Ia juga enggan menjawab apakah ada nama pimpinan Front Pembela Islam Rizieq Shihab di dalamnya.Saat ditanya alasan adanya satgas agama dalam tim pemenangan Prabowo, Djoko mengaku tidak tahu asal-usulnya. Selain ulama, kata dia, ada tokoh dari agama lain, seperti pendeta.Baca: Mardani dan Aher Diusulkan Dampingi Djoko Pimpin Timses PrabowoDjoko mengatakan tugas dari satgas ini akan dirumuskan lebih detail. Namun pada intinya, kata dia, anggota satgas agama akan memberikan tausiah kepada rakyat agar tetap bersatu melaksanakan pemilu, bukan perang. ""Pemilu itu harus tetap dingin,"" ujarnya.Calon wakil presiden Sandiaga Uno sebelumnya mengatakan ada beberapa usul memasukkan ulama dalam tim sukses Prabowo - Sandiaga. Namun ia juga belum mengungkapkan ulama yang dimaksud saat itu. Di sisi lain, GNPF juga telah menyatakan dukungan ke Prabowo Subianto karena senafas dengan perjuangan 2019 Ganti Presiden. GNPF rencananya akan melaksanakan Ijtima Ulama Jilid II untuk memutuskan arah dukungan pilpres 2019.Baca: Ulama Diusulkan Masuk Tim Pemenangan Prabowo - Sandiaga"
15,"Bantah Gunakan Politik Identitas, Gerindra Akan Fokus Isu Ekonomi - pilpres Tempo.co",", TEMPO.CO, Jakarta - Wakil Ketua Umum Partai Gerindra Ferry Juliantono membantah tudingan Ketua DPP PDI Perjuangan Andreas Pareira yang menyebut partainya menggunakan isu politik identitas dalam pilpres 2019. Menurut Ferry, Gerindra akan mengedepankan isu ekonomi dalam kampanye pasangan bakal calon presiden dan wakil presiden 2019, Prabowo - Sandiaga Uno. ""Kami konsentrasi menggunakan isu ekonomi. Tidak benar kami menggunakan politik identitas,"" kata Ferry di Gedung Pakarti Centre, Jakarta, Senin, 20 Agustus 2018.Ferry mengatakan isu besar yang diusung Prabowo-Sandiaga adalah soal penyediaan lapangan pekerjaan, harga terjangkau, dan mengembalikan maslahat ekonomi menjadi ekonomi Pancasila.Baca: Gerindra Sebut Isu Mahar Politik Sandiaga ...Gerindra Akan Bahas Pengganti Sandiaga ...Menurut Ferry, sosok Prabowo sebagai nasionalis dan memiliki pemahaman ekonomi makro akan dilengkapi dengan sosok Sandiaga yang berlatarbelakang pengusaha dan memahami ekonomi mikro. ""Kombinasi Prabowo - Sandiaga pasangan yang akan bisa menghadirkan solusi untuk Indonesia.""Ketua DPP PDIP Andreas Pareira sebelumnya mengatakan bahwa politik identitas merupakan salah satu faktor penting yang mengubah lanskap politik pascapengumuman cawapres. Di kubu Jokowi, kata Andreas, politik identitas terjawab karena kehadiran ulama seperti Ma'ruf Amin sebagai cawapres Jokowi.Baca: Azyumardi Azra: Politik Identitas Tak Efektif di ... Sehingga, Andreas menilai kubu Prabowo usungan Gerindra cs kehilangan isu politik identitas untuk menyerang Jokowi.""Untuk sementara saya bilang selamat tinggal politik identitas. Kubunya Pak Ferry kehilangan isu yang penting untuk bicara politik identitas,"" kata Andreas di lokasi yang sama."
16,"Rapat Timses Prabowo, Djoko Santoso: Kami Inventarisir Nama-nama - pilpres Tempo.co",", TEMPO.CO, Jakarta - Wakil Ketua Dewan Pembina Partai Gerindra Djoko Santoso mengungkapkan hasil rapat pembahasan tim pemenangan atau tim sukses pasangan bakal calon presiden dan wakil presiden Prabowo Subianto-Sandiaga Uno di kantor DPP Gerindra, Ragunan, Jakarta Selatan, Senin, 20 Agustus 2018.Baca: Prabowo Tunjuk Djoko Santoso untuk Pecah Suara Purnawirawan""Ya kami dapat kerjaan mempelajari dan bikin planning. Artinya mengatur waktu apa yang pertama harus kami kerjakan, bikin struktur organisasi, kami inventarisir orang-orang yang bersedia bergabung,"" kata Djoko kepada wartawan usai rapat digelar.Meski begitu, Djoko mengatakan struktur tim pemenangan Prabowo-Sandiaga belum tuntas, termasuk soal nama ketua tim yang dipilih. Djoko disebut telah ditunjuk Prabowo untuk menjadi ketua tim pemenangan namun masih harus mendapat persetujuan dari semua partai koalisi. Menurut Djoko, semua partai secara lisan sudah menyetujuinya sebagai ketua tim.Soal rapat dengan partai koalisi, menurut Djoko, sudah diadakan dua kali dan rapat berikutnya diagendakan pada 4 September 2018. Ia mengatakan sudah ada nama-nama yang akan masuk sebagai anggota tim pemenangan dan sedang diinventarisasi.Baca: Demokrat Minta AHY Dapat Posisi Pantas di Timses PrabowoDjoko pun mengatakan pihaknya tidak terpengaruh dengan kubu lawan, yaitu kubu Joko Widodo-Ma'ruf Amin yang sudah akan mendaftarkan tim pemenangannya ke Komisi Pemilihan Umum. ""Kami enggak terburu-buru, masih lama kok. Enggak bisa ujug-ujug,"" ujarnya.Ia juga membantah jika pembahasan tim berjalan alot sehingga belum juga ada keputusan. Menurut Djoko Santoso, pembahasan panjang dilakukan karena pihaknya menginginkan yang terbaik."
17,"Nama Ketua Masih Kosong, Ini Daftar Tim Kampanye Jokowi - Ma'ruf - pilpres Tempo.co",", TEMPO.CO, Jakarta - Pasangan Jokowi - Ma'ruf akan didampingi tim kampanye nasional yang diisi mulai dari ketua umum partai hingga kepala staf presiden Moeldoko. Nama itu diserahkan sembilan sekretaris jenderal partai pengusung bakal calon presiden dan wakil presiden, Jokowi - Ma'ruf  ke Komisi Pemilihan Umum, Jakarta, pada Senin, 20 Agustus 2018.Dari daftar struktur TKN Jokowi - Ma'ruf, posisi Ketua Tim Kampanye Nasional masih dikosongkan. Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto mengatakan, posisi Ketua TKN belum ditentukan karena menunggu keputusan Jokowi. ""Beliau sedang berkonsentrasi dalam tugas negara dan bangsa,"" kata Hasto.Baca juga: Jubir Tim Sukses Jokowi - Maruf Amin akan Jadi 5 OrangMenurut Hasto, berdasarkan peraturan KPU, susunan tersebut masih bisa diperbaiki sampai satu hari menjelang pelaksanaan hari kampanye, yaitu pada 21 September 2018.Berikut susunan Tim Kampanye Nasional Jokowi-Ma'ruf.Dewan Penasihat tim Jokowi - Ma'ruf ini diisi oleh seluruh ketua umum partai politik Koalisi Indonesia Kerja. Mereka di antaranya,1. Megawati Soekarnoputri dari PDIP2. Airlangga Hartarto dari Golkar3. Muhaimin Iskandar dari PKB4. Surya Paloh dari NasDem5. Romahurmuziy dari PPP6. Oesman Sapta dari Hanura7. Harry Tanoe dari Perindo8. Diaz Hendropriyono dari PKPI9. Grace Natalie dari PSIDewan Pengarah1. Jusuf Kalla2. Try Sutrisno3. Puan Maharani4. Pramono Anung5. Sri Mulyani6. Agung laksono7. Akbar Tandjung8. Dimyati Rois9. Siswono Yudho 10. Suharso Monoarfa10. Sidarto Danusubroto11. MarsetyoKetua TKN : ------Wakil Ketua TKN1. Moeldoko2. Lodewijk Paulus3. Abdul Karding4. Johnny G. Plate5. Arsul Sani6. Herry Lontung7. Hajriyanto Y. Thohari8. Eriko SotardugaSekretaris TKN1. Hasto KristiyantoWakil Sekretaris TKN1. Verry Surya Hendrawan2. Ahmad Rofiq3. Raja Juli Antoni4. Dewi SoehartoBendahara TKN1. Sakti Wahyu Trenggono2. Agus Gumiwang KartasasmitaWakil Bendahara TKN1. Juliari Batubara2. Syamsudin Andri Arsyad3. Amir Uskara4. Jazilul Fawaid5. Riri Lestari6. Dudi PurwagandhiJuru Bicara TKN1. Ahmad Basarah2. Johan Budi3. Abdul Kadir Karding4. Ace Hasan Syadzily5. Irma Suryani Chaniago 6. Arif Budimanta7. Arya Sinulingga8. Lena Haryana MuktiDirektur Program: Aria BimaDirektur Konten: Fiki SatariDirektur Komunikasi Politik: Usman KansongDirektur Kominfo: Yadi HendrianaDirektur Kampanye: Benny RamdaniDirektur Penggalangan Pemilih Muda: Adi KusumaDirektur Logistik dan APK: Usra Hendra HarahapDirektur Hukum dan dan Advokasi: Irfan PulunganDirektur Saksi: Arif WibowoDirektur Relawan: Maman Imanul Haq"
18,"Sekjen Koalisi Jokowi Naik Moge ke KPU, Begini Ide Awalnya - pilpres Tempo.co",", TEMPO.CO, Jakarta - Para sekretaris jenderal partai pengusung bakal calon presiden Joko Widodo atau Jokowi menggunakan motor gede alias moge saat mendatangi Komisi Pemilihan Umum, Jakarta, pada Senin, 20 Agustus 2018.Baca: Koalisi Jokowi Daftarkan Susunan Tim Kampanye ke KPU Hari iniMereka berangkat dari posko pemenangan Jokowi-Ma'ruf Amin di Jalan Cemara, Jakarta. Para sekjen datang ke KPU dalam rangka menyerahkan kelengkapan dokumen administrasi berupa visi misi pasangan calon yang diusung serta susunan tim kampanye nasional Jokowi-Ma'ruf.Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto memgungkapkan bahwa ide naik moge itu diusulkan Sekretaris Jenderal Partai NasDem Jhonny G Plate. ""Ya riang gembira kita bersama-sama dan ini juga tren tentang motor ini jadi tren nasional, kita ngikutin itu. Pak Johnny Plate ini yang punya gagasan,"" kata Hasto.Baca: Mahfud MD: Saya Tidak Bisa Jadi Tim Kampanye ManapunSaat ditanya mengenai hal tersebut, Johnny mengatakan ide ke KPU dengan menggunakan moge itu merupakan salah satu model keberpihakan program Jokowi untuk bisnis start up. Salah satu bisnis start up dalam negeri yang sudah besar adalah Go-Jek. Ia berharap start up lainnya juga bisa sesukses Go-Jek. ""Platform teknologi akan menjadi salah satu perhatian dari program kerja Pak Joko Widodo yang nanti akan ditampilkan,"" ujarnya.Ada sembilan moge dari sejumlah merk ternama yang digunakan para sekjen partai, di antaranya Ducati, Kawasaki Ninja, dan Suzuki GSX. Dari sembilan sekjen partai, hanya Sekjen Partai Kebangkitan Bangsa Abdul Kadir Karding yang mengendarai sendiri motor balap tersebut. Ia mengendarai motor Ducati berwarna merah. Sedangkan sekjen lainnya diboncengi oleh relawan. ""Saya punya SIM C bisa bawa motor jadi saya bawa sendiri,"" kata Karding mengungkapkan alasannya.Baca: Mirip Jokowi, Sekjen Koalisi Indonesia Kerja ke KPU Naik Moge"
19,"Cuitannya Soal Dukungan Klub Bola Viral, Mahfud MD Klarifikasi - pilpres Tempo.co",", TEMPO.CO, Jakarta - Mahfud MD mengklarifikasi soal kedatangan Said Didu dan bakal calon legislatif partai Gerindra Sudirman Said ke rumahnya di Yogyakarta, Sabtu, 18 Agustus 2018. ”Tidak ada obrolan politik apapun dalam pertemuan saat itu,” kata Mahfud saat dikonfirmasi pada pembekalan calon legislatif Partai Solidaritas Indonesia, di Balai Sarbini, Jakarta Selatan Senin 20 Agustus 2018.Dalam kunjungan itu Said membawa buah tangan berupa kaos klub sepak bola Manchester United, dan mengajak Mahfud untuk pindah dukungannya pada klub yang didukungnya. Tawaran pindah klub ini kemudian viral karena diartikan sebagai ajakan untuk mendukung pasangan calon Prabowo Subianto - Sandiaga Uno.Baca: Mahfud MD: Saya Tidak Bisa Jadi Tim ...Bertemu Mahfud MD, Romi PPP: Saya Dapat ...Mahfud membantah. Rumahnya, kata dia, memang kerap dikunjungi berbagai macam orang dengan afiliasi politik beragam, bukan hanya pendukung Prabowo. “Banyak sekali, apalagi kalau dari kelompoknya Pak Jokowi, seperti mereka ini (menunjuk Ketua Umum PSI Grace Natalie, dan Sekjen PSI Raja Juliantoni).”Kedekatannya dengan Sudirman diakuinya mulai terjalin pada saat kasus permintaan saham PT Freeport Indonesia (Papa Minta Saham) yang ramai diberitakan itu juga menarik nama Sudirman. “Sudirman itu teman saya untuk curhat dulu, waktu kasus ‘Papa Minta Saham’,” kata mantan ketua Mahkamah Konstitusi itu. Sudirman yang diserang oleh banyak orang di DPR, datang kepada Mahfud untuk menceritakan masalah itu.Baca:  Mahfud MD Diteriaki Jadi Calon Presiden 2024Sebelumnya Mahfud mencuit soal kedatangan Sudirman, dan Said Didu ke rumahnya. “Berani benar Pak @saididu datang ke rumah sy di Yogya, memakai kaus City tapi menghadiahi sy kaus MU. Dia mengajak sy pindah menjadi Fans City tapi sy bilang, “Nantilah kalau itu. Yakinkan dulu sy bhw City bisa diandalkan utk benar2 lbh bagus daripada MU”. Saya akan lihat.” Mahfud mencuit.Mahfud MD meminta agar cuitannya tidak dimaknai ada kaitannya dengan tahun politik. “Mhn jgn ditafsirkan macam2. Rumah sy selalu penuh dikunjungi oleh sahabat2 dari berbagai aliran politik dan profesi: dosen, LSM, advokat, majelis taklim, politisi, takmir masjid dll. Pak @sudirmansaid dan Pak @saididu adl sahabat spt itu, tdk ada bicara2 soal dukungan politik.”FIKRI ARIGI"
